응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
"예전에는 흙의 면적이 아스팔트의 면적보다 많아서 번식에 문제가 없었는데 오늘날 도로를 포장해서 번식이 힘들어졌다, 그래서 흙을 찾아 멀리 날아가기 위해 날개가 생겼다",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
오늘날 달팽이를 식용으로 먹는 사람들이 많아져서 천적이 늘어났다고 생각한 달팽이가 진화했다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
천적의 위험으로부터 자신을 보호하기 위해서 진화했다고 생각합니다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"가시 때문에 생식에 필요한 곤충, 벌을 끌어들이지 못해서 없애버렸다",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
주변에 더 이상 싹을 틔울 토지가 없어 번식의 어려움을 겪자 종족 보존을 위해 날개를 달아 멀리 있는 토지를 찾아가게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"다른 새들에 밀려 식량을 구하지 못해 육지, 바다에서 활동하는 시간이 늘어남에 따라 날개가 퇴화되었다",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
조상 느릅나무 종은 씨앗에 날개가 없어 번식을 할 때 한정된 범위에서 같은 종이 경쟁하게 되었다. 그런데 날개가 있는 특별한 느릅나무가 생겨났고 이들은 종은 환경에서 번식할 수 있었기에 날개 없는 씨앗의 느릅나무보다 많고 크게 번식할 수 있었다. 결국 세월이 흐르며 경쟁력 있는 날개 있는 씨앗을 가진 느릅나무가 남은 것이다.,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
펭귄은 오래 전에 날 수 있었지만 바닷속에서 사냥을 하고 남극의 추위를 견디면서 날아다니는 것보다 추위를 피하고 헤엄을 잘 치는 것이 중요하게 되었다. 날개를 날아다니는데 사용하지 않았기 때문에 오랜 시간이 지나며 날개는 퇴화되어 날 수 없다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
장미의 가시는 동물의 공격을 막기 위해 생긴 것이었으나 인간이 장미를 아름답게 여기고 기르면서 뾰족한 가시가 있는 것보다 가시가 없는 것을 선호하게 되어 기르게 됐다. 그래서 가시가 없는 종이 나왔다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 있는 식물을 먹은 달팽이 중 일부가 살아남았고 독성의 영향으로 달팽이에게 독성이 생겼다. 독성이 생겼기에 천적으로부터 자신을 보호할 수 있었고 결국 살아남은 독성 있는 달팽이의 종이 생기게 되었다,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
자신을 보호하려고 가시가 있는 건데 그 장미가 살아가는 환경에서는 장미의 천적이 없어 가시가 필요 없어져서 가시가 퇴화됨,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 사는 곳에서 갑자기 천적이 많아져서 자신을 보호하기 위해 날이 가면서 서서히 진화됨,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
주위에 식물이 많아 씨앗을 뿌리기가 어려워서 씨앗을 멀리 퍼뜨리기 위해 진화되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추운 지방에서 날면 몸에 온도가 떨어져서 나는 게 쉽지도 않고 먹이가 물속에 있어서 날 이유가 없어서 날개를 안 쓰게 돼서 날개가 퇴화되어 날 수 없게 됨,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
어느 지방에 살던 달팽이가 어떤 요인 때문에 적응과 진화를 통해서 독성이 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
다른 장미에 비해서 위험이 없었던 그 한종의 장미는 자신이 위험이 없자 가시에 들어가는 에너지를 꽃을 피어내거나 줄기의 굵기를 증가하게 하는 것이 더 이롭다고 생각한 한 종의 장미는 가시를 없앴다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"펭귄은 처음에는 날 수 있었지만 육지에 정착되었고, 육지와 바다를 오가며 바다에서 생활하면서 미끄러지고, 헤엄을 칠 수 있는 몸으로 변형이 돼서 날개가 퇴화되었다. 그래서 날지 못한다.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
느릅나무가 씨앗에 날개가 없자 번식이 잘 안되고 그래서 자연스럽게 느릅나무에서 조금씩 조금씩 날개가 생겨났다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"꽃이 예쁘다 보니 사람들이 꽃을 꺾거나, 벌레들이 꼬여서 식물이 자신을 보호하기 위해서 가시를 만들어냈다",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"남극바다에서 살다 보니 하늘보다는 바다에서 먹이를 구하게 돼서, 하늘을 날 때 필요한 날개가 필요 없어졌다. 그래서 시간이 지나 후손들이 날 수 없게 되었다",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
다른 적들로부터 자신을 보호하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"처음 씨앗에게 날개가 없었을 때는 어미 나무 주변에서 떨어져 많은 씨앗들이 함께 자랐는데, 함께 자라다 보니 서로가 영양분을 흡수해서 많은 씨앗들이 자라지를 못했다. 그래서 시간이 점점 지나면서 각자가 멀리 떨어지기 위해 씨앗에 날개가 생기게 되었다",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식이 잘 안 되는 환경에서 번식을 잘되기 하기 위해 진화 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
원래 가시가 없는 유전자는 있었는데 열성이라 나타나지 않았다가 나타남,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제 생각에는 독이 있는 나뭇잎을 먹어서 점차 독이 생긴 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
발을 디디고 날갯짓을 할 빙판이 없어져서 수영만 하고 살아서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
장미가 환경의 영향을 받으면서 약해져 가시가 떨어지면서 교배를 하게 되어 없는 종이 생겼다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄이 추운 남극에서 살다가 보니까 수영을 해서 먹이를 구하러 다녀야 돼서 몸이 가벼우면 둥둥 뜨기 때문에 점점 몸이 무거워져 날 수 없게 되었다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
느릅나무가 감수분열 과정에서 염색체의 비분리 현상이 일어나서 날개가 있는 씨앗이 나타난 거다,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
달팽이가 독이 있는 잎을 먹어 독이 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
자연에 적응하기 위해 적으로부터 자신을 보호하려고 독성이 생긴 것이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
펭귄이 추위를 피하기 위해 지방을 찌워서 뚱뚱해져서 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
자손을 널리 퍼트리기 위해 날개가 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미 가시가 닮아서 뭉뚝해져서 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무 옆에서 생활하던 민들레는 씨를 날려서 뿌리는데 느릅나무는 자손을 만들 방법이 없어서 그게 너무 부러워서 과학으로 설명이 불가한 힘을 발휘해서 민들레 같이 날수 있는 씨앗을 만들어서 뿌렸다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"펭귄이 새끼를 부화하기 위해서 먹지도, 움직이지도 않아서 기력이 없어서 날 수가 없어졌다",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"독성이 있는 식물에서 서식하고, 생활하다 보니 자연스럽게 독성에 강해지고, 독이 있는 식물을 먹고 살아도 내성이 생겨서 그 식물을 먹고도 죽지 않고 오히려 독을 몸에 품고 있다가 자손에게도 그 독을 물려주었다",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
더 이상 자신의 영역을 위협하는 종이 사라지면서 가시의 양도 점점 줄다가 없어졌다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자신을 공격하는 다른 종으로부터 자신을 보호하기 위해서 독성이 생겼다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
더 이상 자신을 위협하는 종이 사라져서 가시로 자신을 지킬 필요가 없어졌기 때문에,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
주로 바다와 얼음 위에서 생활하는 펭귄이 더 이상 날 필요가 없어졌기 때문에 날 수 있는 날개의 기능이 바다에서 수영하기에 편리하게 기능이 바뀌었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 멀리 퍼트려 자손을 더 많이 퍼트리기 위해 날개 있는 씨앗으로 진화했다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 없었던 조상 달팽이가 살아가다가 동물들로부터 자신을 보호하기 위해 독이 생겼다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있던 장미가 나비나 벌이 꽃에 잘 다가오게 하기 위해서,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄이 추운 곳에서 살기 때문에 날 수 있었던 날개를 추위를 이기는 곳에 쓰기 위해서 날지 않다가 날지 못하는 펭귄으로 진화했다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
느릅나무는 아름답게 생기지 않기 때문에 벌들이 잘 모이지 않아 바람을 통해 더 잘 날라가기 위해 진화하였다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
환경에 적응하며 진화한 거 같다. 펭귄은 나는 것이 도움이 되지 않고 지방이 많을 수록 따뜻할 거니까 몸은 날수 없게 커지고 무거워지며 날개 역시 제 기능을 못하게 된 것이라고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
돌연변이라 생각합니다. 가시는 꼭 필요한 것인데 나타나지 않았으니까,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 좀더 잘하기 위해 날개가 생겼고 이제 많은 종들이 날개가 생길 것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 열성이라 숨어있다가 세대를 거듭하면서 나타났다고 생각합니다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
지대가 낮다거나 나는 것에 소비하는 체력을 수영하는 것이나 미끄러지는 것에서 더 체력을 비축할수있다는것을 알게 되었다던지 날 수 없는 지대에 적응하게 된 것일지도,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
아마 그 독성이 있는 달팽이는 천적이 많은 곳에서 있을듯하다. 아니면 몸집이 크다거나 그 지역에서 보호색을 띨 수 없는 색을 지녔다던가 그 천적에 대응하기 위해 생겨났을 듯하다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"생식, 번식을 위해 자신을 보호하던 가시가 없어졌을지도 모른다. 진드기 같은 해충이 뚫지 못하는 특이한 표피를 가지고 있다 라던지, 좀더 많은 번식을 하기 위해서 진화이었던지",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
단풍나무 씨앗처럼 날개가 있다는 건 자신이 뿌리박고 있는 토양보다 더 좋은 양분이 많은 곳으로 씨앗을 퍼지게 하기 위해 진화되었을 것이다. 한곳에 너무 많은 씨앗이 떨어져 골고루 자라나지 못하는걸 방지하기 위해,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미가 우연히 가시 덩굴 주위에서 자라게 되었고 자신 몸을 보호하기 위해 가시덩굴과 교배해 가시가 생긴 것이다,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 잎의 위에서 잘 발견됩니다. 독성이 있는 잎에 자주 서식하다가 특유의 끈적거리는 부분에 독이 묻어 생식할 때 우연히 들어가게 되어 지금까지 유전되었을 것입니다,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄이 추워서 몸을 웅크리다 보니까 면역력이 약해져 날수 없는 몸으로 굳어져 온 것이다. 그리고 날개가 없는 대신 털이 복슬해졌다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
사냥꾼에 의해 새가 맞아서 깃털이 떨어졌는데 느릅나무 위에 떨어져서이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날 수 없어도 먹이를 구할 수 있고 위협적인 동물이 별로 없어서 그랬던 같다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독성이 없었다면 다른 동물들한테 밟히거나 잡아 먹힐 수도 있기 때문에 달팽이의 움직임이 더 빨라졌거나 등껍질이 더 딱딱했을 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
그 장미가 자라는 곳엔 장미를 위협하는 생물이 없어서 그랬던 거 같다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개가 있던 새들이 부러워서 따라할려다가 저렇게 변한 거 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
달팽이는 다른 동물들보다 조그맣고 약하고 느리기 대문에 큰 동물의 발에 밟히거나 먹히는 것을 방지하기 위해 독이 생겨났다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
그 곳엔 장미를 먹는 동물들이 없고 물을 저장할 필요가 없기 때문이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날지 않고도 충분히 땅에서 먹고 자고 놀고 종족을 번식시킬 수 있으므로 귀찮음에 날지 않다가 점점 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
매일 매일 땅에 박혀있는데 새가 너무 부러워 씨앗에게 날개를 붙여줬다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
번식의 방법이 바뀌어서 씨앗을 만들 수도 있을 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
가시가 있는 조상 장미종이 여러 번의 교배로 인해 유전자의 돌연변이가 나타났을 것이다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상 달팽이의 유전자에 문제가 생겨서 자손의 형질에 영향을 끼쳤을 것이다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
오랫동안 쓰지 않아서 퇴화되었을 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"1. 가시가 없는 것이 열성이라고 가정한다면 윗조상에서는 나타나지 않을 수도 있다
2. 사람들이 유전자 재조합으로 임의로 만들었을 수도 있다",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
느릅나무의 번식을 위해서 느릅나무는 날개가 있는 씨앗을 생산하지 않는 다면 번식을 할 방도가 딱히 없으므로 점점 살아남기 위해서 날개가 있는 씨앗을 생성되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"비록 조상에게서는 독성이 나타나지 않았겠지만 우성, 열성에 의해 독성이 열성인 것이다. 윗 조상에서는 나타나지 않았다 하더라도 유전자의 이상으로 진화되었을 것이다",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄은 새과에 속하는데 조상 펭귄은 한경이나 기후에 의해 날 수 있었지만 지금의 펭귄은 날개가 퇴화되면서 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이의 염색체에서 돌연변이가 나와서 독성이 있는 달팽이가 나왔다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미의 염색체에서 돌연변이가 나와서 가시 없는 장미가 나왔다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
펭귄의 염색체에서 돌연변이가 나와서 날수 없는 펭귄이 나왔다 또는 날 이유가 없어서,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무의 염색체에서 돌연변이가 나와서 날개 없는 씨앗이 나왔다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미 꽃을 다른 곤충들로부터 보호하기 위해 있는 가시가 없다는 것은 더 이상 장미를 위협하는 생명체가 없거나 장미꽃이 스스로를 보호할 수 있게 되었거나 돌연변이이기 때문일 것이다,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"주변 동물, 곤충들의 위협(공격)에 스스로를 보호, 방어하기 위해 진화했다",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"더 멀리까지 씨앗을 퍼뜨려 생존하기 위해 날개 없는 씨앗이 나무 밑으로 바로 떨어진다면, 그 씨앗들은 자라나서 점점 양분을 섭취하기 위해 서로 경쟁을 해서 결국 다 죽어나가기 때문이다",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
원래 날 수 있었으나 추운 극지방에서 생존하기 위해 지방과 피부가 더 늘어나게 되었으며 차가운 물속에서도 체온을 빼앗기지 않기 위해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신을 보호하기 위해서 얇은 달팽이 껍질로는 보호하기에는 부족했기 때문에 독성이 생겨나 자신을 보호하게 된 것이라고 생각한다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"장미에 있는 가시는 자신을 보호하기 위해 생긴 것인데, 가시가 사라졌다는 것은 자신을 위협하는 요소가 사라졌기 때문일 것이다",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 남극에서 추위를 견디기 위해서 몸에 지방이 많아 무게가 많이 나가고 물속에 들어가 물고기 등을 잡아먹어야 하기 때문에 나는 것보다 수영하는 쪽으로 발달했기 때문일 것이다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바람에 날려 더 멀고 많은 지역에 뿌리를 내리기 위해서 날개가 생성됐기 때문이다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 다른 동물들에게 잡아 먹히게 되어서 달팽이는 자기자신을 보호하기 위해 독을 만들게 되었다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"가시가 있는 장미들은 동물들이 많이 사는 곳이고 동물들에게 많이 먹히게 되어서 자신을 보호하기 위해 가시를 만들었고, 가시가 없는 장미는 그 장미가 사는 곳에 장미를 먹는 동물들이 별로 살지 않기 때문이다",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"펭귄들이 아주 추운 극지방에 살게 되면서 지방이 두꺼워지고, 몸이 무거워지면서 못 날게 되기도 하고 육지에서는 땅이 얼어있어서 먹을만한 먹이가 없고, 그래서 물속에 있는 물고기들을 사냥하게 되면서 날개는 나는 용도로는 퇴화하게 되고 물속에서 수영하는 용도로 바뀌었다",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
날개가 없는 씨앗이었을 때는 주변에 더 이상 새로운 나무가 자랄 곳이 없어서 날개를 달아 훨씬 먼 곳에 가서 싹을 틔워 번식 할 수 있게 진화되었을 것이다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미는 자신을 보호하기 위해서 가시가 있는 것인데 위협을 받지 않는 환경이라 가시가 필요가 없어져서 가시가 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
약한 달팽이가 자신을 보호하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗이 날면 더 멀리 퍼져서 자손을 더 멀리 퍼트릴 수 있게 하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
남극이 추워서 날개에 살이 붙어서 못 난다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이가 처음에는 독성이 없었는데 시간과 환경이 변하자 자신보다 강한 생물체가 나타났다. 그래서 그 생물체로부터 자신을 보호하기 위해 독성을 가지게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
원래 자신을 보호하기 위해 가시가 있었는데 위협을 받지 않자 가시가 사라졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무의 씨앗이 날개가 없자 멀리 있는 곳까지 자손을 퍼뜨리지 못해 멸종 위기에 처해 있었다. 그래서 자손을 더 퍼뜨려서 개체를 유지하기 위해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 남극에 사는데 눈보라가 불어 하늘을 날기 어려웠고 물속에 잡아먹을 생물이 많다 보니 하늘 날 일이 사라져 날 수 없어졌다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"날개가 없는 씨앗은 기존에 날개가 없어도 번식할 수 있는 방법이 있거나, 환경이 없어도 되는 환경이었을 것이다. 그런데 점점 퍼지면서, 환경이 바뀌고, 서식지가 바뀌면서 장거리를 이동하거나 날개가 있어야 번식할 수 있었을 것이고, 종족보전을 위해 진화했을 것이다.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"기존의 독성이 없던 달팽이 종이 여러 곳으로 퍼져 서식지가 서로 달랐을건데, 그 서식지는 달팽이 포식자가 있는 서식지도 있었을테고, 그럼 달팽이는 포식자들에게 몸을 보호하기 위해 몸에서 독성물질을 만들어 내려하거나, 독성이 있는 식물을 먹어 독을 만들었을 것이다.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
